Tweets,Cl_Tweets,Subjectivity,Polarity,Sentiment
I will buy #tron now despite its poor management I believe that #tron is a sleeping dragon Soon it will burn crypto https://t.co/k3Ul3X0UAQ,i will buy now despite its poor management i believe that is sleeping dragon soon it will burn crypto,0.6,-0.4,Negative
"#TRX has a Price Percentage increase of 9.11% in last 24 hours vs #ETH.

#tron #TRX $TRX #tronspark @tronfoundation 

https://t.co/0worykRWHO https://t.co/4YRua4lgCB",has price percentage increase 9 11 last 24 hours vs trx,0.06666666666666667,0.0,Neutral
"💰19,000,000 #USDT (19,000,000 USD) move from unknown wallet to unknown wallet
 
Date : 2022-06-17 01:28:39 (GMT 0)
Blockchain : #TRON
Symbol : #USDT
 
Detail: https://t.co/c7Rja9VSCd",19 000 000 19 000 000 usd move unknown wallet unknown wallet date 2022 06 17 01 28 39 gmt 0 blockchain symbol detail,0.6,-0.1,Negative
"💰30,318,436 #USDT (30,318,436 USD) move from unknown wallet to #binance
 
Date : 2022-06-17 00:56:03 (GMT 0)
Blockchain : #TRON
Symbol : #USDT
 
Detail: https://t.co/mBZ4yXZRBX",30 318 436 30 318 436 usd move unknown wallet date 2022 06 17 00 56 03 gmt 0 blockchain symbol detail,0.6,-0.1,Negative
#tron has no chill,has no chill,0.0,0.0,Neutral
TronDAO to initiate a 3 billion withdrawal to guard TRX’s value https://t.co/wjLv0QXHPL #TRON #TRX $TRX,trondao initiate 3 billion withdrawal guard trx s value trx,0.0,0.0,Neutral
@Crypto__Diva #TRX #TRON #USDD  thank me later,thank me later,0.0,0.0,Neutral
@cryptoworld202 #TRX #TRON #USDD  thank me later.,thank me later,0.0,0.0,Neutral
"People who will take advantage and enjoy #Tron are mostly the kind that enjoys social media and various other online entertainment forms and sources.

#Crypto #TRX #Bitcoin #dogecoin #blockchain #closeoption #Ethereum #token https://t.co/4HkHE2ymI4",people who will take advantage enjoy are mostly kind that enjoys social media various other online entertainment forms sources,0.4683333333333334,0.1816666666666667,Positive
"I’m getting this message on my wallet anytime I try removing my trim from it. Who can help me fix this or tell me what is happening 😩😩😭 I will give you $250 if you can help repair this 
#hackedwallet #wallet #tron #trustwallet #dapps #NodeJS #javascript #cryptocurrency https://t.co/2eOIz8v7Nc",i m getting this message my wallet anytime i try removing my trim it who can help me fix this or tell me what is happening i will give you 250 if you can help repair this,0.0,0.0,Neutral
"TRX Price Fake Breakout: #Tron DAO Injected over $2 Billion To Support the #Tron Market 

The post TRX Price Fake Breakout: #Tron DAO Injected over $2 Billion To Support the #Tron Market appeared first on Coinpedia ... 

https://t.co/NGiVrCKy0H
#Altcoins #CryptoNews https://t.co/tdYPT0P6qg",trx price fake breakout dao injected over 2 billion support market post trx price fake breakout dao injected over 2 billion support market appeared first coinpedia,0.7777777777777778,-0.25,Negative
@Bscgemalerts #TRX #TRON #USDD  your welcome,your welcome,0.9,0.8,Positive
@justinsuntron @justinsuntron Where are your mercenary trolls last week they were saying #TRON will be $10 in 2022 you and your team are complete liars you have been deceiving people you have been sharing the same stories for years #TRX can't even be $1 it is an empty coin #SEC #ABD #BTC #ETH https://t.co/5MdtuOdTfV,where are your mercenary trolls last week they were saying will be 10 2022 you your team are complete liars you have been deceiving people you have been sharing same stories years cant even be 1 it is empty coin,0.2729166666666667,0.0,Neutral
"@justinsuntron There is very serious manipulation and fraud in cryptocurrencies. Do you comply with the @SECGov ? Didn't you see the #TRON price action reported by thousands of shares? Justin, why is there a manipulation in #TRX price? your team said 2022 Tron will be 10$, it can't even be 1$ https://t.co/XOI73VUb57",there is very serious manipulation fraud cryptocurrencies do you comply with didnt you see price action reported by thousands shares justin why is there manipulation price your team said 2022 tron will be 10 it cant even be 1,0.48333333333333334,-0.16666666666666669,Negative
"@justinsuntron we #tronics doing our part!

#TRX #TRON #USDD https://t.co/sw8py5ZF33",we doing our part,0.0,0.0,Neutral
https://t.co/X4YcKqsJbh #investing #bitcoin #ethereum #tron Tron investing https://t.co/7F4jAxp59H,tron investing,0.0,0.0,Neutral
"According to @TRONSCAN_ORG 
2022.06.16

TRX Burned: -2,756,304🔥🔥

NEW TOTAL SUPPLY                                                                             92,524,522,234   👀

#TRX  #TRON  #USDD 🔥🚀",according 2022 06 16 trx burned 2 756 304 new total supply 92 524 522 234,0.6022727272727273,0.06818181818181818,Positive
"🚀 🚀125,064,230 #USDT (125,064,230 USD) move from #binance to unknown wallet
 
Date : 2022-06-17 00:00:24 (GMT 0)
Blockchain : #TRON
Symbol : #USDT
 
Detail: https://t.co/vRcpc0Dhzy",125 064 230 125 064 230 usd move unknown wallet date 2022 06 17 00 00 24 gmt 0 blockchain symbol detail,0.6,-0.1,Negative
"Recent whale's activity you should be notified.
- 🐋🐋🐋 Transfer 125,064,230 $USDT ($125,064,230)
  Binance ➡️ ❔Wallet
  https://t.co/QUt4YqnfBJ

#Tron #Binance #WhaleAlert https://t.co/Fc4JtgSgfJ",recent whales activity you should be notified transfer 125 064 230 usdt 125 064 230 binance wallet,0.25,0.0,Neutral
"@IAMHARRYO @justinsuntron @Intuit_Trading Either way we are in for a tough ride until Bitcoin decides to climb back up.  One thing is for sure, #Tron is subject to price movement pressure from #Bitcoin just like the rest of the market.  ALTS act like a Bitcoin derivative!",either way we are tough ride until bitcoin decides climb back up one thing is sure is subject price movement pressure just like rest market alts act like bitcoin derivative,0.513888888888889,-0.013888888888888888,Negative
"🎉 Welcome Chloe Huang of @WOOnetwork to the #TRON #GrandHackathon2022 Season 2 panel of judges! 🚀 Chloe is the Head of Research and Strategic Investment at #WOO and was a seed investor in 2018 when the team had only 2 members on deck 👨‍💻👨‍💻
#DeFi 💱 #GameFi 🕹️ #NFT 🎨 #Web3 🌐 https://t.co/i2UqZlNqJI",welcome chloe huang season 2 panel judges chloe is head research strategic investment at was seed investor 2018 when team had only 2 members deck,0.95,0.4,Positive
"CCIP AND STAKING 
THIS YEAR
#LINK #CHAINLINK 🚀🚀🚀

#BTC      #ETH #XRP #SOLANA    #POLKADOT #DOGE #SHIB #TRON    #AVAX      #UNI #CARDANO #LUNA #MATIC #STELLAR #MANA #VECHAIN #THETA #TEZOS https://t.co/v5zacGfQuK",ccip staking this year,0.0,0.0,Neutral
"#Altcoin 💎 Gem Hunting

$OKB ❤ 71 #OKB 📈 51%
$BSV ❤ 71 #BitcoinSV 📈 49%
$LEO ❤ 66 #LEO 📈 56%
$XEC ❤ 59 #eCash 📈 12%
$KCS ❤ 48 #KuCoin 📈 13%
$BIT ❤ 46 #BitDAO 📈 9%
$TRX ❤ 33 #TRON 📈 15%

❤ =  sentiment
📈 =  chance of Upside
Short to Med term
#NFA #DYOR",gem hunting okb 71 51 bsv 71 49 leo 66 56 xec 59 12 kcs 48 13 bit 46 9 trx 33 15 sentiment chance upside short med term,0.3,0.0,Neutral
"@IAMHARRYO @justinsuntron My rule is as long as Justin is involved with #TRON, we are headed somewhere good.  When he leaves (which I do not think will happen anytime soon), it will be time to walk away from any substantial investment - but by then we will be at an unheard of price level",my rule is as long as justin is involved with we are headed somewhere good when he leaves which i do not think will happen anytime soon it will be time walk away any substantial investment but by then we will be at unheard price level,0.5,0.32499999999999996,Positive
"Where have I seen this before? 🤔  @justinsuntron 

#USDD #TRON https://t.co/SI02ELFw7p",where have i seen this before,0.0,0.0,Neutral
"USDD tron stable coin is about to DROP 
the other stable coins look like a break and a retest
#tron #usdd #stablecoins #USDT #USDC #DIA #LUNA #UST #BUSD https://t.co/r8skyB1Skf",usdd tron stable coin is about drop other stable coins look like break retest,0.375,-0.125,Negative
"@IAMHARRYO @justinsuntron Those of us that have been with #Tron for a while are used to getting our hopes up and then slammed back down.  But we will regain 9 cents and beyond.  If Bitcoin will allow it, we might see an ATH this year still.",those us that have been with while are used getting our hopes up then slammed back down but we will regain 9 cents beyond if bitcoin will allow it we might see ath this year still,0.14444444444444446,-0.07777777777777779,Negative
"#Altcoins
Top Gainers
[Last 24 hrs]

1. $EGLD #Elrond 14.79%
2. $HNT #Helium 8.87%
3. $TRX #TRON 6.48%

Biggest losers
[BTD]
1. $QNT #Quant -9%
2. $DFI #DeFiChain -8.56%
3. $BCH #BitcoinCash -7.87%

The market is Weak

Worth researching more",top gainers 1 egld 14 79 2 hnt 8 87 3 trx 6 48 biggest losers 1 qnt 9 2 dfi 8 56 3 bch 7 87 market is weak worth researching more,0.385,0.145,Positive
"At this rate, #BTC will be 15k by next week.

#Cryptocrash #cryptocurrency #CryptocurrencyNews #NFT #ETH #CelsiusNetwork #TRON $USDT",at this rate will be 15k by next week usdt,0.0,0.0,Neutral
"If you lose this area @justinsuntron you're downbad bruh 
#TRON #Cryptocrash #cryptotrading #cryptocurrency https://t.co/tre3sailqJ",if you lose this area youre downbad bruh,0.0,0.0,Neutral
"@FalconSwaps 
available now
Fantastic coin
#Bitcoin #kucoin #solana #FalconSwaps #doge #tron #bsc #luna https://t.co/w3YDiGOn1r",available now fantastic coin,0.65,0.4,Positive
Tron surges by nearly 25% #tron #selloffs #catbounce #fintwit https://t.co/iZWr6JuCVz,tron surges by nearly 25,0.4,0.1,Positive
"The price #TRX in USD is $0.0586.
The price #TRX in BTC is 0.0000028666.

#tron #TRX $TRX #tronspark @tronfoundation 

https://t.co/0worykRWHO https://t.co/tQzTRpEG9x",price usd is 0 0586 price btc is 0 0000028666 trx,0.0,0.0,Neutral
Added Steven Lisberger’s signature to complete the trinity of #Tron autographs! If only #Funko would make a Flynn and a Lora we could grow the collection more!  #tronlegacy #stevenlisberger #bruceboxleitner #davidwarner https://t.co/6Hd5bnT0gR,added steven lisberger s signature complete trinity autographs if only would make flynn lora we could grow collection more,0.6333333333333333,0.19999999999999998,Positive
#tron #trx . Finally we are on big news https://t.co/3t6uHwy6yw,finally we are big news,0.55,0.0,Neutral
"@FalconSwaps
It doesn't stop here
Surprises are coming.
#Bitcoin #kucoin #tron #FalconSwaps #luna #Ethereum #cryptocurrency #bsc https://t.co/w3YDiGOn1r",it doesnt stop here surprises are coming,0.0,0.0,Neutral
"TRON 1-day activity: 
AltRank™: 15 -95%
Price: $0.059 -6.1%
https://t.co/7pbE0B0EvD
$trx #tron https://t.co/devbeSqXm4",tron 1 day activity altrank 15 95 price 0 059 6 1 trx,0.0,0.0,Neutral
"tron 1 thousand dollars #usdd  the first currency in the world, just imagine Elinmask bought #tron ​​from @justinsuntron https://t.co/py76thxFgt",tron 1 thousand dollars first currency world just imagine elinmask bought,0.3333333333333333,0.25,Positive
Tron's TRX Bumps 27% as DAO Deploys $220M for Token Purchase https://t.co/tzKgV6DXDL via @coindesk #tron #cryptocurrency,trons trx bumps 27 as dao deploys 220m token purchase via,0.0,0.0,Neutral
Tron's TRX Jumps as DAO Deploys $220M for Token Purchase https://t.co/e8NfZUOZS5 via @coindesk #tron #Crypto,trons trx jumps as dao deploys 220m token purchase via,0.0,0.0,Neutral
TRON DAO Reserve Withdraws 2.5 Billion TRX From Binance to Safeguard USDD Peg  https://t.co/P0FJX1ykXY #tron #Cryptocrash,tron dao reserve withdraws 2 5 billion trx binance safeguard usdd peg,0.0,0.0,Neutral
Omg its happening! 👀 #USDD #TRON #TRX #Crypto https://t.co/oMx9yeNq48 https://t.co/f8CMk3UrF3,omg its happening,0.0,0.0,Neutral
Omg its happening! 👀 #USDD #TRON #TRX #Crypto https://t.co/sxJiJ7ueUG https://t.co/dUSyiYTcKP,omg its happening,0.0,0.0,Neutral
Tron (TRX) Bounces Back as Fears of a USDD Collapse Ease https://t.co/m2USYhtwsD #tron #Crypto,tron trx bounces back as fears usdd collapse ease,0.0,0.0,Neutral
"Have you been following this week's #crypto price action? 📈 📉 

Here's a snapshot of what you may have missed so far.

#BTC #ETH #BNB #ADA #XRP #SOL #DOGE #DOT #TRON #AVAX https://t.co/rQ4rnZSuiN",have you been following this weeks price action heres snapshot what you may have missed so far,0.39999999999999997,0.06666666666666667,Positive
"☀️💥New Project Mining TRX💥☀️

🆕
🔶Welcome bonus: 2000 #TRX

🔶My own investment: 500 #TRX
🏧Status: Paying
🔶Long-term Project

☑️Daily withdraw mulai 3% -6.6%

🖥Registration Link:👇https://t.co/0ZcOY5kKjz

#Bitcoin #TRON #DOGE https://t.co/pWNwhvIX8b",new project mining trx welcome bonus 2000 my own investment 500 status paying long term project daily withdraw mulai 3 6 6 registration link,0.5509090909090909,0.29727272727272724,Positive
Omg its happening! 👀 #USDD #TRON #TRX #Crypto https://t.co/wX4sBdD1ar https://t.co/mQ585DGKw2,omg its happening,0.0,0.0,Neutral
"WATCH, BUY or SELL 17/16/2022
#crypto #BTC #ETH #SOL #ADA #LUNARCRUSH #HEDGEHOG #FTM #OKB #USDT #LINK #BINANCE #TRADINGVIEW #NEAR #JUP #MANA #SAND #LTC #TFUEL #HBAR #HIVE #BNB #KLAY #TRX #WAVES #XRP #ONE #KLAY #TRON #AVAX #OKB #OMI #FTT #ATOM #LUNA #DOT #ZIL #CHZ #APE #FLOW #XTZ https://t.co/vAS7BCUzXB",watch buy or sell 17 16 2022,0.0,0.0,Neutral
"I did my round of votes this evening on CML! Have you? If not, don't forget! #TRON 

I voted for....
🦖 @TRex_Punks 
🧟‍♀️ @tronbies 
🦁 @Lionxeco 
🎮 @TronNinjas 
🌞 @JustMoneyIO 
🦅 @TuruGlobal 
💥 @Kraftlynft 

You can vote every 24 hours here:
https://t.co/nWNDRpXTDv",i did my round votes this evening cml have you if not dont forget i voted you can vote every 24 hours here,0.4,-0.2,Negative
"Recent whale's activity you should be notified.
- 🐋🐋🐋 Transfer 126,279,240 $USDT ($126,279,240)
  Binance ➡️ ❔Wallet
  https://t.co/Mjl1ttwjyo

#Tron #Binance #WhaleAlert https://t.co/BuTHiKSenD",recent whales activity you should be notified transfer 126 279 240 usdt 126 279 240 binance wallet,0.25,0.0,Neutral
"🚀 🚀126,279,240 #USDT (126,279,240 USD) move from #binance to unknown wallet
 
Date : 2022-06-16 22:00:24 (GMT 0)
Blockchain : #TRON
Symbol : #USDT
 
Detail: https://t.co/A2eoda6Y8q",126 279 240 126 279 240 usd move unknown wallet date 2022 06 16 22 00 24 gmt 0 blockchain symbol detail,0.6,-0.1,Negative
"We are a team of Crypto Enthusiasts. Our home is on #TRON blockchain, but we travel all over the world of crypto
It helps us to understand how important is to keep building 💯 Take a look at our #GrandHackathon2022 #NFT winning project @VersacBrick_VBS
#FlyWithTuru $TRX #BNB #ETH https://t.co/thHj7LIY1q",we are team crypto enthusiasts our home is blockchain but we travel all over world crypto it helps us understand how important is keep building take look at our winning project trx,0.875,0.45,Positive
"Yea! Tomorrow we will launch our NFT collection. Collection designed in the community, Learn more by accessing the links in our profile. #NFTs #NFTGiveaway #Solsea #Solana #TRON #jamkeys #jambo #cryptocurrencies https://t.co/5W12SpvVmS",yea tomorrow we will launch our nft collection collection designed community learn more by accessing links our profile,0.5,0.5,Positive
"#TRON Army. Stories.
#TronStrong wings of glory!
https://t.co/DJe4Bl29BC",army stories wings glory,0.0,0.0,Neutral
#Tron #TRX continues to establish itself ever so silently while all the haters  are hoping and praying it will fail. Check out @MikeThaInvestor's new video 👇 https://t.co/kgEXpZfOEy,continues establish itself ever so silently while all haters are hoping praying it will fail check out new video,0.28484848484848485,-0.12121212121212122,Negative
"FEAR AND GREED
#crypto #BTC #ETH #SOL #ADA #LUNARCRUSH #HEDGEHOG #FTM #OKB #USDT #LINK #BINANCE #TRADINGVIEW #NEAR #JUP #MANA #SAND #LTC #TFUEL #HBAR #HIVE #BNB #KLAY #TRX #WAVES #XRP #ONE #KLAY #TRON #AVAX #OKB #OMI #FTT #ATOM #LUNA #DOT #ZIL #DEFI #CHZ #APE #FLOW #XTZ https://t.co/XqfDrLECVX",fear greed,0.0,0.0,Neutral
"MOVERS AND SHAKERS
#crypto #BTC #ETH #SOL #ADA #LUNARCRUSH #HEDGEHOG #FTM #OKB #USDT #LINK #BINANCE #TRADINGVIEW #NEAR #JUP #MANA #SAND #LTC #TFUEL #HBAR #HIVE #BNB #KLAY #TRX #WAVES #XRP #ONE #KLAY #TRON #AVAX #OKB #OMI #FTT #ATOM #LUNA #DOT #ZIL #DEFI #CHZ #APE #FLOW #XTZ https://t.co/6doNnephn7",movers shakers,0.0,0.0,Neutral
"Nice project
#c98usdt
#tron
#mina
@sugardadi https://t.co/rJKPv9DEnD",nice project,1.0,0.6,Positive
@jerallaire When #TRON? 👀,when,0.0,0.0,Neutral
"🔔 USDT MINING SITE 🔔

🔸BIG DEPOSIT = BIG DAILY PROFIT

⚛️EVERY DAY SHOOTING

🔸MINIMUM DEPOSIT 5 USDT

⚛️LONG TERM SITE

🚸 𝐒𝐓𝐀𝐑𝐓𝐄𝐃

➡️https://t.co/7E27jiwRVU

#BSC #BTC #TRON #USDT https://t.co/MZxpgu4Oac",usdt mining site big deposit big daily profit every day shooting minimum deposit 5 usdt long term site,0.15000000000000002,-0.0125,Negative
"https://t.co/bUJnot2sGl

Discord https://t.co/7YKd8z2b1Y

#lowcapcryptogems

⛓ #BTC #BNB #TRX #BTT #Bitcoin #TRON 
#POS $POS #Dogecoin #Doge #Altseason #Cryptocurrency #Staking #Cryptos #Cryptocurrencies #Crypto #Altcoinseason #CryptocurrencyNews #BitcoinCity #Airdrops #Altcoins https://t.co/ZYrIljAJnK",discord pos,0.0,0.0,Neutral
"https://t.co/bUJnot2sGl

Discord https://t.co/7YKd8z2b1Y

#lowcapcryptogems

⛓ #BTC #BNB #TRX #BTT #Bitcoin #TRON 
#POS $POS #Dogecoin #Doge #Altseason #Cryptocurrency #Staking #Cryptos #Cryptocurrencies #Crypto #Altcoinseason #CryptocurrencyNews #BitcoinCity #Airdrops #Altcoins https://t.co/C1FVMjFPV3",discord pos,0.0,0.0,Neutral
"$BTT.X BITTORRENT COIN NEWS IS BTT TRON &amp; USDD A SCAM WILL I LOSE ALL MY MONEY?
https://t.co/Z0qmxS9g6O
#USDD #BTT #TRON #TRX https://t.co/1hs4qPBwmj",btt x bittorrent coin news is btt tron amp usdd scam will i lose all my money,0.0,0.0,Neutral
"Excellent news for TRON holders today. TRX price has increased 24% on the daily time frame. However, USDD is hanging by a thread. How high is the risk? #stablecoins #usdd #cryptocrash #tron #TRX https://t.co/LG8G5HfBKJ",excellent news tron holders today trx price has increased 24 daily time frame however usdd is hanging by thread how high is risk,0.5133333333333333,0.38666666666666666,Positive
#TRON DAO Reserve announces plans to withdraw substantial quantities of #TRX from trading platforms to protect $USDD .... Good to be on #Cardano,dao reserve announces plans withdraw substantial quantities trading platforms protect usdd good be,0.6000000000000001,0.7,Positive
"My first Klever ape! Love it 😍
@JustinBAYC  

#tron #Klever https://t.co/Z7XnHpCUvg",my first klever ape love it,0.4666666666666667,0.375,Positive
"There is an Adage in #Akan that states, “when u forget and go back for it, its not a taboo”

This is an Adinkra symbol called “#Sankofa” which translates “Go back for it” meaning “LEARN FROM THE PAST”
#stars of #Africa #NFTs #NFTCommunity #TRONICS #TRON #TronStrong https://t.co/FvH9e8AS6V",there is adage that states when u forget go back it its not taboo this is adinkra symbol called which translates go back it meaning learn past,0.08333333333333333,-0.08333333333333333,Negative
"🔔 USDT MINING SITE 🔔

🔸BIG DEPOSIT = BIG DAILY PROFIT

⚛️EVERY DAY SHOOTING

🔸MINIMUM DEPOSIT 5 USDT

⚛️LONG TERM SITE

🚸 𝐒𝐓𝐀𝐑𝐓𝐄𝐃

➡️https://t.co/7E27jiwRVU

#BSC #BTC #TRON #USDT https://t.co/yABB28WpSh",usdt mining site big deposit big daily profit every day shooting minimum deposit 5 usdt long term site,0.15000000000000002,-0.0125,Negative
"I'd like to introduce you to a Tron DAO mining node where you earn profits daily based on a certain percentage of the USDT deposited in your USDT Wallet. This is the safest easiest and fastest way to make money in the world. 
#BTC #Bitcoin #TRON #Cryptocrash https://t.co/cOyQcs4syk",id like introduce you tron dao mining node where you earn profits daily based certain percentage usdt deposited your usdt wallet this is safest easiest fastest way make money world,0.2857142857142857,0.10714285714285714,Positive
"Recent whale's activity you should be notified.
- 🐳🐳🐳🐳 Transfer 580,000,000 $USDT ($580,000,000)
  Bitfinex ➡️ Tether Treasury
  https://t.co/hUZVW9vfeT

#Tron #Bitfinex #WhaleAlert https://t.co/GIZP1Zcndc",recent whales activity you should be notified transfer 580 000 000 usdt 580 000 000 bitfinex tether treasury,0.25,0.0,Neutral
"🐳 🤯 🤑580,000,000 #USDT (580,000,000 USD) move from #bitfinex to #tether treasury
 
Date : 2022-06-16 20:25:48 (GMT 0)
Blockchain : #TRON
Symbol : #USDT
 
Detail: https://t.co/RciBJpJNwu",580 000 000 580 000 000 usd move treasury date 2022 06 16 20 25 48 gmt 0 blockchain symbol detail,0.0,0.0,Neutral
